Machine ID,Location,Polling center,Clustered precinct,Precincts in the cluster,Abstentions,Number of registered voters,No. of voters who actually voted,No. of valid ballots cast,Turnout (%),cluster_id,Clustered Precinct Extracted
HPM180PA01082891,"NCR, NATIONAL CAPITAL REGION - FOURTH DISTRICT, CITY OF LAS PIÑAS, TALON DOS",LAS PIÑAS CITY NATIONAL SCIENCE HIGH SCHOOL,76010221,"0444C, 0444D, 0445A, 0445B, 0445C",0,924,596,596,64.5,76010221,76010221
HPM180PA01082914,"NCR, NATIONAL CAPITAL REGION - FOURTH DISTRICT, CITY OF MUNTINLUPA, PUTATAN",SOLDIERS HILLS ELEMENTARY SCHOOL,76030066,"0130B, 0131A, 0131B, 0132A, 0132B",2,994,577,577,58.04,76030066,76030066
HPM180PA01082969,"NCR, NATIONAL CAPITAL REGION - FOURTH DISTRICT, CITY OF LAS PIÑAS, PAMPLONA TRES",LAS PIÑAS EAST NATIONAL HIGH SCHOOL,76010134,"0323B, 0323C, 0323D, 0323E, 0324A, 0324B, 0324C",0,906,593,593,65.45,76010134,76010134
HPM180PA01082980,"NCR, NATIONAL CAPITAL REGION - SECOND DISTRICT, SAN JUAN CITY, PROGRESO",SAN JUAN ELEMENTARY SCHOOL,74050033,"0138A, 0138B, 0139A, 0140A, 0141A",1,830,642,642,77.34,74050033,74050033
HPM180PA01083039,"NCR, NATIONAL CAPITAL REGION - THIRD DISTRICT, CALOOCAN CITY, BARANGAY 178",CAMARIN D ELEM. SCHOOL,75010436,"1416B, 1417A, 1417B, 1418A, 1418B",0,959,700,700,72.99,75010436,75010436
HPM180PA01083059,"NCR, NATIONAL CAPITAL REGION - FOURTH DISTRICT, CITY OF LAS PIÑAS, TALON UNO",TALON ELEMENTARY SCHOOL,76010215,"0438W, 0438X, 0438Y, 0438Z",1,792,497,497,62.75,76010215,76010215
HPM180PA01083066,"NCR, NATIONAL CAPITAL REGION - SECOND DISTRICT, CITY OF PASIG, UGONG",F. LEGASPI MEMORIAL SCHOOL,74030186,"0545B, 0545C, 0546A, 0546B, 0546C, 0547A, 0547B",3,931,756,756,81.2,74030186,74030186
HPM180PA01083276,"NCR, NATIONAL CAPITAL REGION - THIRD DISTRICT, CALOOCAN CITY, BARANGAY 179",AMPARO ELEM. SCHOOL,75010467,"1508A, 1509A, 1510A, 1511A, 1512A",1,990,680,680,68.68,75010467,75010467
HPM180PA01083347,"NCR, TAGUIG - PATEROS, TAGUIG, CALZADA",TIPAS NATIONAL HIGH SCHOOL,76070086,"0206A, 0206B, 0206C, 0207A, 0207B",3,993,757,757,76.23,76070086,76070086
HPM180PA01083416,"NCR, NATIONAL CAPITAL REGION - MANILA, TONDO, BARANGAY 43",TONDO HIGH SCHOOL,39010086,"0136A, 0136B, 0137A, 0137B, 0138A",1,943,626,626,66.38,39010086,39010086
HPM180PA01083433,"NCR, NATIONAL CAPITAL REGION - SECOND DISTRICT, CITY OF MANDALUYONG, ADDITION HILLS",JOSE FABELLA MEMORIAL SCHOOL,74010042,"0083A, 0083B, 0084A, 0084B, 0085A",0,993,588,588,59.21,74010042,74010042
HPM180PA01083645,"NCR, NATIONAL CAPITAL REGION - SECOND DISTRICT, CITY OF PASIG, PALATIW",PALATIW ELEMENTARY SCHOOL,74030113,"0349A, 0349B, 0350A, 0350B, 0351A, 0351B",0,968,741,741,76.54,74030113,74030113
HPM180PA01083691,"NCR, NATIONAL CAPITAL REGION - SECOND DISTRICT, QUEZON CITY, PROJECT 6",PROJECT 6 ELEMENTARY SCHOOL,74040034,"0175A, 0176A, 0177A, 0178A, 0179A, 0180A",1,918,629,629,68.51,74040034,74040034
HPM180PA01083701,"NCR, NATIONAL CAPITAL REGION - SECOND DISTRICT, CITY OF MARIKINA, NANGKA",SAINT MARY ELEMENTARY SCHOOL,74020261,"1020A, 1020B, 1021A, 1021P1",1,545,452,452,82.93,74020261,74020261
HPM180PA01083725,"NCR, NATIONAL CAPITAL REGION - FOURTH DISTRICT, CITY OF PARAÑAQUE, SAN ISIDRO",SAN ANTONIO ELEMENTARY SCHOOL-SILVERIO ANNEX,76040132,"0407B, 0408A, 0408B, 0409A, 0410A",4,964,721,721,74.79,76040132,76040132
HPM180PA01083727,"NCR, NATIONAL CAPITAL REGION - THIRD DISTRICT, CITY OF VALENZUELA, BALANGKAS",ARCADIO DEATO ELEMENTARY SCHOOL,75040008,"0027A, 0027B, 0028A, 0029A, 0029B",1,898,724,724,80.62,75040008,75040008
HPM180PA01083853,"NCR, TAGUIG - PATEROS, TAGUIG, NORTH DAANG HARI",DAANGHARI ELEMENTARY SCHOOL,76070013,"0035A, 0035B, 0036A, 0037A, 0038A",1,857,575,575,67.09,76070013,76070013
HPM180PA01083900,"NCR, NATIONAL CAPITAL REGION - FOURTH DISTRICT, CITY OF MUNTINLUPA, SUCAT",SUCAT ELEMENTARY SCHOOL,76030352,"0687C, 0687D, 0690A, 0690B, 0691A, 0692A, 0693A",0,912,483,483,52.96,76030352,76030352
HPM180PA01083924,"NCR, NATIONAL CAPITAL REGION - FOURTH DISTRICT, CITY OF LAS PIÑAS, PAMPLONA TRES",LAS PIÑAS EAST NATIONAL HIGH SCHOOL,76010122,"0300A, 0300B, 0301A, 0301B, 0301C",1,976,616,616,63.11,76010122,76010122
HPM180PA01084058,"NCR, NATIONAL CAPITAL REGION - FOURTH DISTRICT, CITY OF PARAÑAQUE, MOONWALK","RESIDENT ORGANIZATION OF MOONWALK VILLAGE II, INC (ROMVI) COVERED COURT",76040329,"1092A, 1092B, 1093A, 1094A",2,773,569,569,73.6,76040329,76040329
HPM180PA01084067,"NCR, NATIONAL CAPITAL REGION - FOURTH DISTRICT, CITY OF MUNTINLUPA, POBLACION","ITAAS ELEMENTARY SCHOOL ( MAIN ) ,",76030166,"0312C, 0312D, 0312E, 0312F, 0313A",2,970,676,676,69.69,76030166,76030166
HPM180PA01084137,"NCR, NATIONAL CAPITAL REGION - FOURTH DISTRICT, CITY OF LAS PIÑAS, TALON UNO",TALON ELEMENTARY SCHOOL,76010213,"0438N, 0438O, 0438P, 0438P1, 0438Q",1,842,499,499,59.26,76010213,76010213
HPM180PA01084212,"NCR, NATIONAL CAPITAL REGION - FOURTH DISTRICT, CITY OF MUNTINLUPA, POBLACION","MUNTINLUPA NATIONAL HIGH SCHOOL,",76030163,"0305B, 0310A, 0310B, 0310C, 0310D",1,977,637,637,65.19,76030163,76030163
HPM180PA01084342,"NCR, NATIONAL CAPITAL REGION - SECOND DISTRICT, QUEZON CITY, CULIAT",CULIAT ELEMENTARY SCHOOL,74041454,"3403A, 3404A, 3405A, 3406A, 3406B",1,960,651,651,67.81,74041454,74041454
HPM180PA01084418,"NCR, NATIONAL CAPITAL REGION - THIRD DISTRICT, CALOOCAN CITY, BARANGAY 154",BARANGAY HALL (BRGY 154),75010078,"0313A, 0313B, 0313C, 0313D, 0314A, 0315A, 0316A",0,942,687,687,72.92,75010078,75010078
HPM180PA01084444,"NCR, NATIONAL CAPITAL REGION - MANILA, TONDO, BARANGAY 93",EMILIO JACINTO ELEM. SCHOOL,39010180,"0329A, 0329B, 0330A, 0330B",0,717,548,548,76.42,39010180,39010180
HPM180PA01084634,"NCR, NATIONAL CAPITAL REGION - FOURTH DISTRICT, CITY OF MUNTINLUPA, POBLACION",ITAAS ELEMENTARY SCHOOL (ANNEX),76030142,"0306C, 0306D, 0306E, 0306F, 0306G",0,998,724,724,72.54,76030142,76030142
HPM180PA01084773,"NCR, NATIONAL CAPITAL REGION - SECOND DISTRICT, QUEZON CITY, BLUE RIDGE A",MULTI-PURPOSE CENTER (PELOTA COURT),74040638,"3843A, 3844A, 3845A, 3846A, 3847A, 3848A, 3849A",1,868,638,638,73.5,74040638,74040638
HPM180PA01084995,"NCR, NATIONAL CAPITAL REGION - SECOND DISTRICT, QUEZON CITY, SAN ISIDRO",AURORA ELEMENTARY SCHOOL,74040860,"4990A,4991A,4992A,4992B,4993A,4994A",0,799,578,578,72.34,74040860,74040860
HPM180PA01085081,"NCR, NATIONAL CAPITAL REGION - FOURTH DISTRICT, CITY OF LAS PIÑAS, TALON TRES",TALON 3 ELEMENTARY SCHOOL,76010245,"0482B, 0483A, 0483B, 0484A, 0484B, 0485B",0,992,658,658,66.33,76010245,76010245
HPM180PA01085111,"NCR, NATIONAL CAPITAL REGION - SECOND DISTRICT, CITY OF PASIG, SAN MIGUEL",SAN MIGUEL ELEMENTARY SCHOOL,74030424,"1285A, 1286A, 1287A, 1287B, 1287P2",3,816,574,574,70.34,74030424,74030424
HPM180PA01085253,"NCR, NATIONAL CAPITAL REGION - FOURTH DISTRICT, CITY OF LAS PIÑAS, TALON DOS",LAS PIÑAS CITY NATIONAL SCIENCE HIGH SCHOOL,76010233,"0462C, 0463A, 0463B, 0463C, 0463D",2,875,556,556,63.54,76010233,76010233
HPM180PA01085281,"NCR, NATIONAL CAPITAL REGION - SECOND DISTRICT, CITY OF PASIG, ROSARIO",EUSEBIO HIGH SCHOOL,74030395,"1201A, 1202A, 1202B, 1202C, 1202D",2,856,654,654,76.4,74030395,74030395
HPM180PA01085347,"NCR, NATIONAL CAPITAL REGION - SECOND DISTRICT, CITY OF PASIG, SAN JOAQUIN",SAN JOAQUIN ELEMENTARY SCHOOL,74030143,"0446A, 0446B, 0446C, 0447A, 0448A, 0448B, 0449C",3,962,756,756,78.58,74030143,74030143
HPM180PA01085352,"NCR, NATIONAL CAPITAL REGION - SECOND DISTRICT, CITY OF MARIKINA, TUMANA",MARIKINA HIGH SCHOOL,74020165,"0560K, 0560L, 0560M, 0560N",1,775,576,576,74.32,74020165,74020165
HPM180PA01085417,"NCR, NATIONAL CAPITAL REGION - FOURTH DISTRICT, CITY OF MUNTINLUPA, ALABANG",ALABANG ELEMENTARY SCHOOL,76030235,"0430I, 0430J, 0430K, 0430L, 0430M",0,999,635,635,63.56,76030235,76030235
HPM180PA01085436,"NCR, NATIONAL CAPITAL REGION - MANILA, TONDO, BARANGAY 258",GENERAL MAXIMINO HIZON ELEMENTARY SCHOOL,39010490,"1054A, 1055A, 1056A, 1056B, 1057A, 1057B, 1058A, 1058B, 1058P1",2,928,690,690,74.35,39010490,39010490
HPM180PA01085517,"NCR, NATIONAL CAPITAL REGION - SECOND DISTRICT, QUEZON CITY, NAGKAISANG NAYON",NAGKAISANG NAYON ELEMENTARY SCHOOL,74041154,"2456B,2456C,2456D,2456E,2456F",1,996,655,655,65.76,74041154,74041154
HPM180PA01085570,"NCR, NATIONAL CAPITAL REGION - SECOND DISTRICT, QUEZON CITY, QUIRINO 2-C",QUIRINO ELEMENTARY SCHOOL,74040667,"3971A, 3972A, 3973A, 3974A, 3975A",0,714,522,522,73.1,74040667,74040667
HPM180PA01085667,"NCR, NATIONAL CAPITAL REGION - FOURTH DISTRICT, CITY OF MUNTINLUPA, ALABANG",ALABANG ELEMENTARY SCHOOL,76030246,"0437A, 0437B, 0437C, 0437D, 0437E",0,872,638,638,73.16,76030246,76030246
HPM180PA01085709,"NCR, NATIONAL CAPITAL REGION - SECOND DISTRICT, QUEZON CITY, PAYATAS",MELENCIO M. CASTELO ELEMENTARY SCHOOL,74040522,"1892A, 1892B, 1892C, 1893A, 1893B",0,947,639,639,67.47,74040522,74040522
HPM180PA01085792,"NCR, NATIONAL CAPITAL REGION - SECOND DISTRICT, QUEZON CITY, SANTO DOMINGO (MATALAHIB)",ANGELICUM COLLEGE GYMNASIUM,74040162,"0862A, 0874A, 0876A, 0877A, 0878A",0,891,633,633,71.04,74040162,74040162
HPM180PA01085882,"NCR, NATIONAL CAPITAL REGION - SECOND DISTRICT, QUEZON CITY, BAHAY TORO",GSIS MULTIPURPOSE HALL,74040073,"0383A, 0384A, 0385A, 0386A, 0387A, 0387P1",0,892,620,620,69.5,74040073,74040073
HPM180PA01086077,"NCR, NATIONAL CAPITAL REGION - SECOND DISTRICT, CITY OF MARIKINA, SANTO NIÑO",STO. NIÑO ELEMENTARY SCHOOL,74020080,"0334A, 0334B, 0335A, 0335B, 0336A, 0336B",0,870,662,662,76.09,74020080,74020080
HPM180PA01086083,"NCR, NATIONAL CAPITAL REGION - SECOND DISTRICT, QUEZON CITY, NAGKAISANG NAYON",NAGKAISANG NAYON ELEMENTARY SCHOOL,74041161,"2480A,2481A,2482A,2482B,2482C,2482D",0,970,663,663,68.35,74041161,74041161
HPM180PA01086104,"NCR, NATIONAL CAPITAL REGION - FOURTH DISTRICT, CITY OF MAKATI, GUADALUPE VIEJO",GUADALUPE VIEJO ELEMENTARY SCHOOL,76020338,"0960A, 0960B, 0960C, 0961A, 0961B, 0961C, 0962A, 0962B",1,891,675,675,75.75,76020338,76020338
HPM180PA01086128,"NCR, NATIONAL CAPITAL REGION - THIRD DISTRICT, CITY OF VALENZUELA, MALINTA",MALINTA ELEMENTARY SCHOOL,75040120,"0321A, 0322A, 0323A, 0324A, 0325A, 0326A",0,977,712,712,72.87,75040120,75040120
HPM180PA01086192,"NCR, NATIONAL CAPITAL REGION - THIRD DISTRICT, CALOOCAN CITY, BARANGAY 175",CAMARIN ELEM. SCHOOL,75010255,"0865A, 0865B, 0866A, 0866B, 0866C",0,943,609,609,64.58,75010255,75010255
HPM180PA01086405,"NCR, NATIONAL CAPITAL REGION - FOURTH DISTRICT, CITY OF MAKATI, PIO DEL PILAR",PIO DEL PILAR ELEMENTARY SCHOOL (MAIN),76020151,"0500A, 0500B, 0501B, 0502A, 0502B, 0503A, 0504A, 0505B",0,988,683,683,69.12,76020151,76020151
HPM180PA01086460,"NCR, NATIONAL CAPITAL REGION - SECOND DISTRICT, QUEZON CITY, BATASAN HILLS",PRES. CORAZON C. AQUINO ELEMENTARY SCHOOL,74040309,"1436B, 1436C, 1437A, 1437B, 1437C",1,987,661,661,66.97,74040309,74040309
HPM180PA01086506,"NCR, NATIONAL CAPITAL REGION - SECOND DISTRICT, QUEZON CITY, UGONG NORTE",GREEN MEADOWS ADMINISTRATION BUILDING,74040671,"3991A, 3992A, 3993A, 3994A, 3994P1",0,661,463,463,70.04,74040671,74040671
HPM180PA01086571,"NCR, NATIONAL CAPITAL REGION - FOURTH DISTRICT, CITY OF PARAÑAQUE, B. F. HOMES",MASVILLE ELEMENTARY SCHOOL,76040192,"0604B, 0605A, 0605B, 0606A, 0606B",1,989,672,672,67.94,76040192,76040192
HPM180PA01086598,"NCR, NATIONAL CAPITAL REGION - FOURTH DISTRICT, CITY OF MUNTINLUPA, POBLACION",MUNTINLUPA ELEMENTARY SCHOOL,76030118,"0264B, 0265A, 0265B, 0266A, 0266B",1,984,714,714,72.56,76030118,76030118
HPM180PA01086622,"NCR, NATIONAL CAPITAL REGION - SECOND DISTRICT, QUEZON CITY, SANTOL",CARLOS L. ALBERT HIGH SCHOOL,74040875,"5073A,5074A,5075A,5076A,5077A,5078A,5079A,5080A",2,817,565,565,69.15,74040875,74040875
HPM180PA01086654,"NCR, NATIONAL CAPITAL REGION - SECOND DISTRICT, CITY OF MARIKINA, MARIKINA HEIGHTS (CONCEPCION)",KAPITAN MOY ELEMENTARY AND MARIKINA HEIGHTS HIGH SCHOOL,74020207,"0834A, 0835A, 0835B, 0835C, 0836A",1,981,751,751,76.55,74020207,74020207
HPM180PA01086664,"NCR, NATIONAL CAPITAL REGION - MANILA, TONDO, BARANGAY 153","LAKANDULA ELEMENTARY SCHOOL,",39010323,"0568A, 0568B, 0569A, 0570A, 0571A, 0571B, 0572A",2,885,644,644,72.76,39010323,39010323
HPM180PA01086806,"NCR, NATIONAL CAPITAL REGION - THIRD DISTRICT, CITY OF VALENZUELA, UGONG",SILVESTRE LAZARO ELEMENTARY SCHOOL,75040416,"1175C, 1175D, 1176A, 1176B, 1177A",0,950,755,755,79.47,75040416,75040416
HPM180PA01086824,"NCR, NATIONAL CAPITAL REGION - THIRD DISTRICT, MALABON CITY, TONSUYA",TONSUYA ELEMENTARY SCHOOL,75020139,"0378E,0379A,0379B,0379C",1,784,560,560,71.42,75020139,75020139
HPM180PA01087051,"NCR, NATIONAL CAPITAL REGION - MANILA, TONDO, BARANGAY 153","LAKANDULA ELEMENTARY SCHOOL,",39010324,"0572B, 0573A, 0573B, 0574A, 0575A, 0575B",1,899,632,632,70.3,39010324,39010324
HPM180PA01087105,"NCR, NATIONAL CAPITAL REGION - FOURTH DISTRICT, CITY OF MAKATI, COMEMBO",BENIGNO AQUINO HIGH SCHOOL,76020265,"0780B, 0780C, 0780D, 0781A, 0781B, 0782B",2,974,730,730,74.94,76020265,76020265
HPM180PA01087177,"NCR, NATIONAL CAPITAL REGION - FOURTH DISTRICT, CITY OF LAS PIÑAS, ALMANZA DOS",ALMANZA ELEMENTARY SCHOOL-T.S. CRUZ ANNEX,76010324,"0619E, 0620A, 0620B, 0620C, 0620D",0,867,582,582,67.12,76010324,76010324
HPM180PA01087234,"NCR, NATIONAL CAPITAL REGION - MANILA, TONDO, BARANGAY 69",MANUEL L. QUEZON ELEM. SCHOOL,39010139,"0250A, 0250B, 0250C, 0251A, 0251B, 0252A, 0252P1",2,809,575,575,71.07,39010139,39010139
HPM180PA01087250,"NCR, NATIONAL CAPITAL REGION - THIRD DISTRICT, CALOOCAN CITY, BARANGAY 132",MORNING BREEZE ELEM. SCHOOL,75010026,"0095A, 0095B, 0096A, 0097A, 0097B",0,773,541,541,69.98,75010026,75010026
HPM180PA01087263,"NCR, NATIONAL CAPITAL REGION - FOURTH DISTRICT, CITY OF LAS PIÑAS, ALMANZA DOS",T.S. CRUZ HIGH SCHOOL,76010340,"0638E, 0638F, 0638G, 0638H, 0638I",0,972,650,650,66.87,76010340,76010340
HPM180PA01087287,"NCR, NATIONAL CAPITAL REGION - SECOND DISTRICT, CITY OF MARIKINA, CONCEPCION UNO",CONCEPCION ELEMENTARY SCHOOL,74020128,"0587A, 0588A, 0589A, 0589B, 0590A, 0590B, 0591A, 0592A, 0593A",2,926,682,682,73.65,74020128,74020128
HPM180PA01087369,"NCR, NATIONAL CAPITAL REGION - FOURTH DISTRICT, CITY OF MAKATI, SAN ANTONIO",SAN ANTONIO ELEMENTARY SCHOOL,76020158,"0535A, 0536A, 0537A, 0538A, 0539A",1,728,515,515,70.74,76020158,76020158
HPM180PA01087402,"NCR, NATIONAL CAPITAL REGION - THIRD DISTRICT, CITY OF VALENZUELA, BAGBAGUIN",ANDRES MARIANO ELEMENTARY SCHOOL,75040208,"0567A, 0567B, 0568A, 0568B, 0569A",1,904,638,638,70.57,75040208,75040208
HPM180PA01087415,"NCR, NATIONAL CAPITAL REGION - THIRD DISTRICT, MALABON CITY, TONSUYA",TONSUYA ELEMENTARY SCHOOL,75020146,"0390B,0391A,0392A,0393A",0,786,617,617,78.49,75020146,75020146
HPM180PA01087427,"NCR, NATIONAL CAPITAL REGION - SECOND DISTRICT, CITY OF MANDALUYONG, PLAINVIEW",PEDRO P. CRUZ ELEMENTARY SCHOOL,74010230,"0771A, 0772A, 0773A, 0774A, 0775A, 0776A, 0776B",0,976,575,575,58.91,74010230,74010230
HPM180PA01087485,"NCR, NATIONAL CAPITAL REGION - THIRD DISTRICT, CALOOCAN CITY, BARANGAY 80",BUENA PARK UNIVERSITY HILLS,75010015,"0057A, 0057B, 0058A, 0059A",0,547,330,330,60.32,75010015,75010015
HPM180PA01087527,"NCR, NATIONAL CAPITAL REGION - THIRD DISTRICT, CALOOCAN CITY, BARANGAY 185",MLQ ELEM. SCHOOL,75010509,"1626A, 1627A, 1628A, 1629A, 1630A",1,867,632,632,72.89,75010509,75010509
HPM180PA01087539,"NCR, NATIONAL CAPITAL REGION - THIRD DISTRICT, CALOOCAN CITY, BARANGAY 178",CAMARIN D ELEM. SCHOOL,75010412,"1366B, 1366C, 1367A, 1367B",1,800,560,560,70.0,75010412,75010412
HPM180PA01087580,"NCR, NATIONAL CAPITAL REGION - FOURTH DISTRICT, CITY OF MUNTINLUPA, TUNASAN",LODORA VILLAGE COVERED COURT,76030206,"0386A, 0387A, 0387B, 0388A, 0388B",1,922,686,686,74.4,76030206,76030206
HPM180PA01087589,"NCR, NATIONAL CAPITAL REGION - SECOND DISTRICT, CITY OF PASIG, ROSARIO",ROSARIO ELEMENTARY SCHOOL,74030370,"1089A, 1089B, 1090A, 1090B, 1091A",3,990,753,753,76.06,74030370,74030370
HPM180PA01087667,"NCR, NATIONAL CAPITAL REGION - THIRD DISTRICT, CALOOCAN CITY, BARANGAY 168",DEPARO ELEM. SCHOOL,75010178,"0667C, 0668A, 0668B, 0669A, 0670A, 0671A, 0672A, 0672B",0,951,623,623,65.5,75010178,75010178
HPM180PA01087717,"NCR, NATIONAL CAPITAL REGION - THIRD DISTRICT, NAVOTAS CITY, TANGOS SOUTH",TANGOS ELEMENTARY SCHOOL (ANNEX),75030060,"0279A, 0279B, 0280A, 0280B, 0281A, 0281B",1,911,732,732,80.35,75030060,75030060
HPM180PA01087873,"NCR, NATIONAL CAPITAL REGION - MANILA, TONDO, BARANGAY 267",GENERAL MAXIMINO HIZON ELEMENTARY SCHOOL,39010501,"1081A, 1082A, 1082B, 1083A, 1083B",3,553,413,413,74.68,39010501,39010501
HPM180PA01087886,"NCR, NATIONAL CAPITAL REGION - THIRD DISTRICT, CITY OF VALENZUELA, BIGNAY",BIGNAY ELEMENTARY SCHOOL,75040028,"0055B, 0055C, 0056A, 0056B, 0056C",5,979,779,779,79.57,75040028,75040028
HPM180PA01087930,"NCR, NATIONAL CAPITAL REGION - THIRD DISTRICT, CITY OF VALENZUELA, PALASAN",PIO VALENZUELA ELEMENTARY SCHOOL,75040148,"0419A, 0420A, 0420B, 0421A, 0421B",2,965,729,729,75.54,75040148,75040148
HPM180PA01087948,"NCR, NATIONAL CAPITAL REGION - SECOND DISTRICT, CITY OF MARIKINA, FORTUNE",FORTUNE ELEMENTARY SCHOOL,74020246,"0984A, 0985A, 0985B, 0985C, 0985D",0,997,748,748,75.02,74020246,74020246
HPM180PA01088007,"NCR, TAGUIG - PATEROS, TAGUIG, UPPER BICUTAN",SILANGAN ELEMENTARY SCHOOL,76070333,"0866A, 0866B, 0866C, 0867A, 0867B",1,944,647,647,68.53,76070333,76070333
HPM180PA01088027,"NCR, NATIONAL CAPITAL REGION - SECOND DISTRICT, QUEZON CITY, HOLY SPIRIT",DOÑA JUANA ELEMENTARY SCHOOL,74040279,"1389A, 1389B, 1390A, 1391A, 1392A",0,953,666,666,69.88,74040279,74040279
HPM180PA01088046,"NCR, NATIONAL CAPITAL REGION - SECOND DISTRICT, QUEZON CITY, BAGBAG",GOODWILL ELEMENTARY SCHOOL,74041255,"2742D,2742E,2742F,2742G,2742P1",0,621,446,446,71.81,74041255,74041255
HPM180PA01088052,"NCR, NATIONAL CAPITAL REGION - SECOND DISTRICT, CITY OF PASIG, BUTING",BUTING ELEMENTARY SCHOOL,74030034,"0113C, 0114A, 0114B, 0114C, 0115A",1,854,647,647,75.76,74030034,74030034
HPM180PA01088069,"NCR, NATIONAL CAPITAL REGION - THIRD DISTRICT, NAVOTAS CITY, NBBS DAGAT-DAGATAN",DAGAT DAGATAN ELEMENTARY SCHOOL,75030158,"0721A, 0722A, 0723A, 0723B, 0724A, 0725A, 0725P1",0,975,748,748,76.71,75030158,75030158
HPM180PA01088076,"NCR, NATIONAL CAPITAL REGION - THIRD DISTRICT, MALABON CITY, TONSUYA",TONSUYA ELEMENTARY SCHOOL,75020160,"0407B,0407C,0407D,0408A",1,791,602,602,76.1,75020160,75020160
HPM180PA01088130,"NCR, NATIONAL CAPITAL REGION - FOURTH DISTRICT, CITY OF LAS PIÑAS, PAMPLONA TRES",LAS PIÑAS EAST NATIONAL HIGH SCHOOL,76010132,"0320B, 0320C, 0320D, 0321A, 0321B, 0321C",0,928,601,601,64.76,76010132,76010132
HPM180PA01088178,"NCR, NATIONAL CAPITAL REGION - THIRD DISTRICT, CALOOCAN CITY, BARANGAY 28",KASARINLAN ELEM. SCHOOL,75010640,"1918A, 1919A, 1920A, 1921A, 1922A",1,967,599,599,61.94,75010640,75010640
HPM180PA01088276,"NCR, TAGUIG - PATEROS, TAGUIG, UPPER BICUTAN",UPPER BICUTAN ELEMENTARY SCHOOL,76070304,"0767A, 0767B, 0767C, 0768A, 0769A",0,926,666,666,71.92,76070304,76070304
HPM180PA01088304,"NCR, NATIONAL CAPITAL REGION - SECOND DISTRICT, QUEZON CITY, BALONG BATO",BALONG BATO ELEMENTARY SCHOOL,74041352,"3083A, 3084A, 3085A, 3086A, 3087A",3,913,621,621,68.01,74041352,74041352
HPM180PA01088399,"NCR, NATIONAL CAPITAL REGION - THIRD DISTRICT, CALOOCAN CITY, BARANGAY 160",BAESA HIGH SCHOOL,75010095,"0385A, 0386A, 0387A, 0387B, 0387C",0,896,627,627,69.97,75010095,75010095
HPM180PA01088446,"NCR, NATIONAL CAPITAL REGION - FOURTH DISTRICT, CITY OF MUNTINLUPA, POBLACION","ITAAS ELEMENTARY SCHOOL ( MAIN ) ,",76030170,"0321A, 0321B, 0321C, 0321D, 0322A",0,972,651,651,66.97,76030170,76030170
HPM180PA01088541,"NCR, TAGUIG - PATEROS, TAGUIG, BAGUMBAYAN",CIPRIANO P. STA. TERESA ELEMENTARY SCHOOL,76070064,"0156A, 0157A, 0158A, 0158B, 0159A",2,999,697,697,69.76,76070064,76070064
HPM180PA01088643,"NCR, NATIONAL CAPITAL REGION - FOURTH DISTRICT, CITY OF PARAÑAQUE, SAN ANTONIO",FOURTH ESTATE ELEMENTARY SCHOOL,76040235,"0749A, 0750A, 0750B, 0751A, 0751B",1,995,701,701,70.45,76040235,76040235
HPM180PA01088677,"NCR, NATIONAL CAPITAL REGION - THIRD DISTRICT, MALABON CITY, SANTOLAN",SANTULAN ELEMENTARY SCHOOL,75020091,"0290A,0290B,0290C,0291A",2,784,560,560,71.42,75020091,75020091
HPM180PA01088751,"NCR, NATIONAL CAPITAL REGION - SECOND DISTRICT, CITY OF MARIKINA, INDUSTRIAL VALLEY",NATIVITY OF OUR LADY PAROCHIAL SCHOOL,74020113,"0506A, 0507A, 0508A, 0509A, 0510A, 0511A",0,822,591,591,71.89,74020113,74020113
HPM180PA01088822,"NCR, NATIONAL CAPITAL REGION - SECOND DISTRICT, QUEZON CITY, SAN ANTONIO",DALUPAN ELEMENTARY SCHOOL,74040085,"0437A, 0438A, 0439A, 0440A, 0441A",0,836,638,638,76.31,74040085,74040085
HPM180PA01088928,"NCR, NATIONAL CAPITAL REGION - FOURTH DISTRICT, CITY OF PARAÑAQUE, SAN ISIDRO",GREENHEIGHTS GYM,76040139,"0426B, 0427A, 0427B, 0428A",0,774,519,519,67.05,76040139,76040139
HPM180PA01088998,"NCR, NATIONAL CAPITAL REGION - THIRD DISTRICT, NAVOTAS CITY, SAN RAFAEL VILLAGE",SAN RAFAEL VILLAGE ELEMENTARY SCHOOL,75030161,"0729A, 0733A, 0734A, 0735A, 0736A, 0736B",2,811,603,603,74.35,75030161,75030161
HPM180PA01089330,"NCR, NATIONAL CAPITAL REGION - FOURTH DISTRICT, PASAY CITY, BARANGAY 143",JUAN SUMULONG ELEMENTARY SCHOOL,76050313,"0481C, 0481D, 0481E, 0481F, 0481P1",1,508,287,287,56.49,76050313,76050313
HPM180PA01089440,"NCR, NATIONAL CAPITAL REGION - THIRD DISTRICT, MALABON CITY, LONGOS",NINOY AQUINO ELEMENTARY SCHOOL,75020181,"0446D,0446E,0447A,0447B,0448A",1,874,640,640,73.22,75020181,75020181
HPM180PA01089598,"NCR, NATIONAL CAPITAL REGION - THIRD DISTRICT, CITY OF VALENZUELA, MALINTA",MALINTA ELEMENTARY SCHOOL,75040131,"0370A, 0371A, 0372A, 0373A, 0374A",1,942,707,707,75.05,75040131,75040131
